Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Total forms),Custom field ([CHART] Date of First Response),Status Category
FT84 - Characters are not allowed,BN-104,10148,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,s1singed,62a2be9ac97b1b00687cf6df,s1singed,62a2be9ac97b1b00687cf6df,s1singed,62a2be9ac97b1b00687cf6df,13/Dec/22 10:08 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,FundTransfer,,,s1singed,62a2be9ac97b1b00687cf6df,,,,,,,,,,,,,,,,,,,BN-2,Fund Transfer,,,,"An error message ""Characters are not allowed"" must be shown",,,,,0|i000sn:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
FT83 - Special characters are not allowed,BN-103,10147,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,s1singed,62a2be9ac97b1b00687cf6df,s1singed,62a2be9ac97b1b00687cf6df,s1singed,62a2be9ac97b1b00687cf6df,13/Dec/22 10:06 PM,30/Dec/22 11:13 PM,22/Mar/23 1:16 PM,,,0,FundTransfer,,,s1singed,62a2be9ac97b1b00687cf6df,,,,,,,,,,,,,,,,,,,BN-2,Fund Transfer,,,,"An error message ""Special characters are not allowed"" must be shown",,,,,0|i000sf:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
FT82-Payers Account Number must not be blank,BN-102,10146,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,s1singed,62a2be9ac97b1b00687cf6df,s1singed,62a2be9ac97b1b00687cf6df,s1singed,62a2be9ac97b1b00687cf6df,13/Dec/22 10:03 PM,30/Dec/22 11:13 PM,22/Mar/23 1:16 PM,,,0,FundTransfer,,,s1singed,62a2be9ac97b1b00687cf6df,,,,,,,,,,,,,,,,,,,BN-2,Fund Transfer,,,,"An error message ""Payers Account Number must not be blank"" must be shown",,,,,0|i000s7:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
EC81 - Email : First character cannot have space,BN-101,10145,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 8:44 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomer,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,,,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""First character can not have space"" must be shown",,,,,0|i000rz:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
EC80 - Email : Email ID is not valid,BN-100,10144,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 8:42 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomer,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,,,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""Email-ID is not valid"" must be shown",,,,,0|i000rr:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,Enter invalid email in Email field,Skip,,,To Do
EC79 - Email : Email ID must not be blank,BN-99,10143,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 8:39 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomer,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,,,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""Mobile no must not be blank"" must be shown",,,,,0|i000rj:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
EC78 - Telephone Number - First character cannot have space,BN-98,10142,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 8:38 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomer,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,,,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""First character can not have space"" must be shown",,,,,0|i000rb:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
EC77 - Telephone Number  – Character are not allowed,BN-97,10141,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 8:36 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomer,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,,,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""Characters are not allowed"" must be shown",,,,,0|i000r3:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
EC76 - Telephone Number  – Special character are not allowed,BN-96,10140,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 8:34 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomer,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,,,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""Special characters are not allowed"" must be shown",,,,,0|i000qv:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
EC75 - Telephone Number – Mobile no must not be blank,BN-95,10139,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 8:33 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomer,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,,,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""Mobile no must not be blank"" must be shown",,,,,0|i000qn:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
EC74 - Pin - First character cannot have space,BN-94,10138,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 8:31 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomer,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,,,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""First character can not have space"" must be shown",,,,,0|i000qf:,,BN Sprint 1,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,Unit,,Skip,,,To Do
EC73 - Pin – PIN Code must have 6 Digits,BN-93,10137,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 8:29 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomer,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,,,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""PIN must contain 6 digit"" must be shown",,,,,0|i000q7:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
EC72 - Pin – Special characters are not allowed,BN-92,10136,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 8:27 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomer,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,,,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""Special characters are not allowed"" must be shown",,,,,0|i000pz:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
EC71.1 - Pin - PIN Code must not be blank,BN-91,10135,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 8:26 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomer,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,,,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""PIN Code must not be blank"" must be shown",,,,,0|i000pr:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
EC71 - Pin - Characters are not allowed,BN-90,10134,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 8:24 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomer,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,, ,,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""Characters are not allowed"" must be shown",,,,,0|i000pj:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
EC70.1 - State – First character cannot have space,BN-89,10133,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 8:20 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomer,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,,,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""First character can not have space"" must be shown",,,,,0|i000pb:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
EC70 - State – Special characters are not allowed,BN-88,10132,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 8:18 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomer,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,,,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""Special characters are not allowed"" must be shown",,,,,0|i000p3:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
EC69 - State - State must not be blank,BN-87,10131,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 8:17 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomer,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,,,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""State must not be blank"" must be shown",,,,,0|i000ov:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
EC68 - State – Numbers are not allowed,BN-86,10130,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 8:11 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomer,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,,,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""Numbers are not allowed"" must be shown",,,,,0|i000on:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
EC67 - City - First character can not have space,BN-85,10129,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 8:06 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomer,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,,,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""First character can not have space"" must be shown",,,,,0|i000of:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
EC66 - City – Numbers are not allowed,BN-84,10128,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 7:57 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomer,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,,,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""Numbers are not allowed"" must be shown",,,,,0|i000o7:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
EC65 - City - City Field must not be blank,BN-83,10127,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 7:55 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomer,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,,,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""City Field must not be blank"" must be shown",,,,,0|i000nz:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
EC64 - City - Special character are not allowed,BN-81,10125,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 3:51 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomer,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,,,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""Special characters are not allowed"" must be shown",,,,,0|i000nr:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
EC63 - Address - Special characters are not allowed,BN-80,10124,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 3:49 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomer,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,,,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""Special characters are not allowed"" must be shown",,,,,0|i000nj:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
EC62 - Address - First character can not have space,BN-79,10123,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 3:45 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomer,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,,,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""First character can not have space"" must be shown",,,,,0|i000nb:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
EC61 - Address - Address Field must not be blank,BN-78,10122,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 3:42 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomer,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,,,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""Address Field must not be blank"" must be shown",,,,,0|i000n3:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
EC60.1 - Customer Id - First character can not have space,BN-77,10121,Bug,Resolved,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 3:34 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,EditCustomerForm,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,"show an error message ""First character can not have space""",,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""First character can not have space"" must be shown",,,,,0|i000mv:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,"1) Enter first character space
2) Press Tab",Fail,,,Done
EC60 - Customer Id - Characters are not allowed,BN-76,10120,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 3:29 PM,25/Dec/22 9:18 PM,22/Mar/23 10:52 PM,25/Dec/22 9:18 PM,,0,EditCustomerForm,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,"show an error message ""Characters are not allowed""",,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""Characters are not allowed"" must be shown",,,,,0|i000mn:,,BN Sprint 1,,,,,,,,,,,Unit,Enter Character In Customer id  Field,Pass,,,Done
EC59 - Customer Id - Special character are not allowed,BN-75,10119,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,13/Dec/22 3:26 PM,25/Dec/22 9:18 PM,22/Mar/23 10:52 PM,25/Dec/22 9:18 PM,,0,EditCustomerForm,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,"show an error message ""Special characters are not allowed""",,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""Special characters are not allowed"" must be shown",,,,,0|i000mf:,,BN Sprint 1,,,,,,,,,,,Unit,Enter Special Character In Customer id  Field,Pass,,,Done
EA55-Account No- Account No must not be blank,BN-74,10118,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 9:17 AM,23/Dec/22 9:40 PM,22/Mar/23 10:52 PM,23/Dec/22 9:40 PM,,0,EditAccount,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,,,,,,,,,,,BN-9,Edit Account,,,,"An error message ""Account No must not be blank"" must be shown",,,,,0|i000m7:,,BN Sprint 1,,,,,,,,,,,Unit,Enter Account No must not be blank,Skip,,,Done
DP54-Description must not be blank,BN-73,10117,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 9:15 AM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,Deposit,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,,,,,,,,,,,BN-12,Deposit,,,,"An error message ""Description must not be blank"" must be shown",,,,,0|i000lz:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
DP53-Characters are not allowed,BN-72,10116,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 9:13 AM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,Deposit,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,,,,,,,,,,,BN-12,Deposit,,,,"An error message ""Character are not allowed"" must be shown",,,,,0|i000lr:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
DP52-Special characters are not allowed,BN-71,10115,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 9:12 AM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,,,,,,,,,,,BN-12,Deposit,,,,"An error message ""Special character are not allowed"" must be shown",,,,,0|i000lj:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
DP51-Amount field must not be blank,BN-70,10114,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 9:09 AM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,Deposit,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,, ,,,,,,,,,,BN-12,Deposit,,,,"An error message ""Amount field must not be blank"" must be shown",,,,,0|i000lb:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
DP50-Characters are not allowed,BN-69,10113,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 9:07 AM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,Deposit,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,,,,,,,,,,,BN-12,Deposit,,,,"An error message ""Character are not allowed"" must be shown",,,,,0|i000l3:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
DP49-Special character are not allowed,BN-68,10112,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 9:05 AM,23/Dec/22 9:47 PM,22/Mar/23 10:52 PM,,,0,Deposit,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,,,,,,,,,,,BN-12,Deposit,,,,"An error message ""Special character are not allowed"" must be shown",,,,,0|i000kv:,,,,,,,,,,,,,Unit,,Skip,,,To Do
DP48-Account No must not be blank,BN-67,10111,Story,To Do,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 8:59 AM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,,,0,Deposit,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,,,,,,,,,,,BN-12,Deposit,,,,"An error message ""Account No must not be blank"" must be shown",,,,,0|i000kn:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,,Skip,,,To Do
